id,lat,lon,vehicle_id,vehicle_label,timestamp,20min_lat,20min_lon
11147289014525161950,51.51620864868164,-0.14239199459552765,LTZ1878,LTZ1878,2024-07-21 15:40:00.007174,51.51291275024414,-0.1406009942293167
14877391059564879473,51.503761291503906,-0.14832830429077148,BD16YEL,,2024-07-21 15:40:00.007174,51.503761291503906,-0.14832830429077148
12877359035786229310,51.50831985473633,-0.13186900317668915,YJ21EXP,YJ21EXP,2024-07-21 15:40:00.007174,51.51255798339844,-0.11619699746370316
10516929534475723007,51.50490188598633,-0.12649600207805634,LTZ1846,LTZ1846,2024-07-21 15:40:00.007174,51.488765716552734,-0.09604699909687042
16265166823280662132,51.508201599121094,-0.1271670013666153,LTZ1577,,2024-07-21 15:40:00.007174,51.508201599121094,-0.1271670013666153
3550105216135234766,51.512088775634766,-0.1576160043478012,YJ70EVN,YJ70EVN,2024-07-21 15:40:00.007174,51.50761032104492,-0.12918199598789215
7741226036466939312,51.517974853515625,-0.13186900317668915,LTZ1462,LTZ1462,2024-07-21 15:40:00.007174,51.54035186767578,-0.14395900070667267
3212432968147431725,51.51267623901367,-0.1406009942293167,LK15CSX,LK15CSX,2024-07-21 15:40:00.007174,51.524452209472656,-0.15895900130271912
10803507109879754173,51.50761032104492,-0.1300780028104782,LTZ1292,,2024-07-21 15:40:00.007174,51.50761032104492,-0.1300780028104782
16720176440636861940,51.51573944091797,-0.14463099837303162,LTZ1529,,2024-07-21 15:40:00.007174,51.51573944091797,-0.14463099837303162
15790238215377381036,51.52433776855469,-0.15873600542545319,LK15CSY,LK15CSY,2024-07-21 15:40:00.007174,51.50996780395508,-0.13746599853038788
14401402833396617245,51.515384674072266,-0.1428389996290207,LK70AZP,,2024-07-21 15:40:00.007174,51.517032623291016,-0.1838109940290451
9327239722502016031,51.515621185302734,-0.1273909956216812,LTZ1268,LTZ1380,2024-07-21 15:40:00.007174,51.517738342285156,-0.10836099833250046
11532667023137355465,51.51350021362305,-0.1576160043478012,LB69JPY,LB69JPY,2024-07-21 15:40:00.007174,51.50678634643555,-0.20664800703525543
11753380636695135129,51.51396942138672,-0.15313799679279327,LB69JSX,LB69JSX,2024-07-21 15:40:00.007174,51.50808334350586,-0.13276399672031403
10999878572424062560,51.508670806884766,-0.133883997797966,LK61BKU,LK61BKU,2024-07-21 15:40:00.007174,51.516090393066406,-0.1549289971590042
5513226268286477116,51.51573944091797,-0.14328700304031372,LTZ1616,,2024-07-21 15:40:00.007174,51.51491165161133,-0.1419440060853958
12246767795092757715,51.518917083740234,-0.1444070041179657,YX18KXU,YX18KXU,2024-07-21 15:40:00.007174,51.54859924316406,-0.14127199351787567
16955091033578820504,51.519508361816406,-0.15649700164794922,LC67AHU,LC67AHU,2024-07-21 15:40:00.007174,51.49347686767578,-0.13970500230789185
3773342757519161306,51.51668167114258,-0.12828700244426727,LTZ1384,,2024-07-21 15:40:00.007174,51.52669143676758,-0.08171799778938293
5360773160976330640,51.50973129272461,-0.135003000497818,BV66VHJ,,2024-07-21 15:40:00.007174,51.49948501586914,-0.1638849973678589
14993785183513247901,51.503841400146484,-0.15179499983787537,BV66VHW,BV66VHW,2024-07-21 15:40:00.007174,51.52350997924805,-0.15694400668144226
13113682458171372322,51.51043701171875,-0.13410800695419312,BV66VLH,BV66VLH,2024-07-21 15:40:00.007174,51.522216796875,-0.1273909956216812
10925429472892635813,51.522216796875,-0.1273909956216812,BV66VLG,,2024-07-21 15:40:00.007174,51.507259368896484,-0.1417199969291687
9714992923688618852,51.5158576965332,-0.1258240044116974,BX14TJV,,2024-07-21 15:40:00.007174,51.5158576965332,-0.1258240044116974
17404396372191384781,51.50419616699219,-0.14798900485038757,BV66VJZ,BV66VJZ,2024-07-21 15:40:00.007174,51.51715087890625,-0.14395900070667267
4612206873148227288,51.51715087890625,-0.1300780028104782,BV66VJF,,2024-07-21 15:40:00.007174,51.51715087890625,-0.1300780028104782
7513688236146247907,51.51255798339844,-0.1403769999742508,LB69JOU,LB69JOU,2024-07-21 15:40:00.007174,51.50808334350586,-0.13298800587654114
18138329941374022650,51.51456069946289,-0.1419440060853958,LB69JPV,,2024-07-21 15:40:00.007174,51.51079177856445,-0.1811240017414093
15210306078732010168,51.508201599121094,-0.13231700658798218,LB69JPX,,2024-07-21 15:40:00.007174,51.51255798339844,-0.1403769999742508
12997364439965586171,51.50714111328125,-0.12649600207805634,BL15HCA,,2024-07-21 15:40:00.007174,51.51809310913086,-0.1206739991903305
8325318310804290629,51.509849548339844,-0.13724200427532196,BD65EVP,BD65EVP,2024-07-21 15:40:00.007174,51.53764343261719,-0.14507800340652466
