id,lat,lon,vehicle_id,vehicle_label,timestamp,20min_lat,20min_lon
15395917788148939013,51.51526641845703,-0.14239199459552765,LTZ1243,,2024-07-25 21:20:00.011351,51.522098541259766,-0.107464998960495
1691875329247023780,51.52504348754883,-0.13701799511909485,YJ69DFD,,2024-07-25 21:20:00.011351,51.549068450927734,-0.14104799926280975
10712560839886073192,51.51067352294922,-0.12089800089597702,LTZ1107,LTZ1107,2024-07-25 21:20:00.011351,51.5020751953125,-0.15112300217151642
13913368939444623291,51.52295684814453,-0.16018499433994293,BV23ZWB,,2024-07-25 21:20:00.011351,51.49327850341797,-0.14856000244617462
5675376987957215418,51.50490188598633,-0.12671899795532227,LTZ1879,LTZ1879,2024-07-25 21:20:00.011351,51.49418258666992,-0.08888199925422668
10152103380588085810,51.523040771484375,-0.15112300217151642,LTZ1291,LTZ1291,2024-07-25 21:20:00.011351,51.51420593261719,-0.1417199969291687
3654974233135049970,51.5158576965332,-0.14328700304031372,LTZ1019,,2024-07-25 21:20:00.011351,51.50654983520508,-0.1273909956216812
7749526378814024619,51.522804260253906,-0.136571004986763,LTZ1169,LTZ1634,2024-07-25 21:20:00.011351,51.496070861816406,-0.14261600375175476
5218686550412768150,51.50973129272461,-0.135003000497818,LTZ1351,LTZ1351,2024-07-25 21:20:00.011351,51.496070861816406,-0.1441829949617386
2651545815982022301,51.509849548339844,-0.12291300296783447,LTZ1398,,2024-07-25 21:20:00.011351,51.509613037109375,-0.08082199841737747
767571459402719283,51.515621185302734,-0.14664599299430847,LTZ1444,LTZ1444,2024-07-25 21:20:00.011351,51.51456069946289,-0.1419440060853958
2413008800459913469,51.504547119140625,-0.1470929980278015,YJ70EVK,YJ70EVK,2024-07-25 21:20:00.011351,51.51255798339844,-0.11530099809169769
8845372449962485137,51.51396942138672,-0.12962999939918518,LTZ1525,LTZ1525,2024-07-25 21:20:00.011351,51.496070861816406,-0.1444070041179657
6606444727560792858,51.51318359375,-0.1581908017396927,SCOX-50432,,2024-07-25 21:20:00.011351,51.493003845214844,-0.14766080677509308
14603873875763369175,51.515621185302734,-0.1273909956216812,LTZ1257,,2024-07-25 21:20:00.011351,51.51350021362305,-0.09089700132608414
8155522968965253800,51.50749206542969,-0.14104799926280975,LTZ1472,LTZ1494,2024-07-25 21:20:00.011351,51.493595123291016,-0.15783999860286713
5557817975975647521,51.501956939697266,-0.15134699642658234,LTZ1674,LTZ1674,2024-07-25 21:20:00.011351,51.496421813964844,-0.10209199786186218
7993407590467089631,51.513736724853516,-0.12962999939918518,LK66GDA,LK66GDA,2024-07-25 21:20:00.011351,51.507259368896484,-0.12671899795532227
3131688190117958941,51.51396942138672,-0.15269100666046143,LK67EZV,LK67EZV,2024-07-25 21:20:00.011351,51.5224494934082,-0.17351199686527252
8280891094783705891,51.51091003417969,-0.1285109966993332,LJ13FBK,LJ13FBK,2024-07-25 21:20:00.011351,51.51291275024414,-0.12918199598789215
7071391667727498421,51.51597213745117,-0.13052600622177124,LJ13FBG,LJ13FBG,2024-07-25 21:20:00.011351,51.54954147338867,-0.12828700244426727
7337798278157127886,51.52457046508789,-0.1352269947528839,YJ69DFN,,2024-07-25 21:20:00.011351,51.55660629272461,-0.13858599960803986
3295885596987090830,51.51573944091797,-0.1285109966993332,LF67EYC,,2024-07-25 21:20:00.011351,51.51573944091797,-0.1285109966993332
