id,lat,lon,vehicle_id,vehicle_label,timestamp,20min_lat,20min_lon
12805429097047659504,51.5224609375,-0.1600559949874878,7211,,2024-07-24 18:00:00.007061,51.559696197509766,-0.19903500378131866
2011254831256080252,51.52149963378906,-0.15950599312782288,BX16CKL,,2024-07-24 18:00:00.007061,51.55636215209961,-0.194814994931221
14542077665986506489,51.51431655883789,-0.15619300305843353,BV67JXS,,2024-07-24 18:00:00.007061,51.49760437011719,-0.1441500037908554
904424099111203623,51.52133560180664,-0.15705689787864685,SCOX-50428,,2024-07-24 18:00:00.007061,51.496883392333984,-0.14478999376296997
762128666644689785,51.50619888305664,-0.1271670013666153,BU16OZE,,2024-07-24 18:00:00.007061,51.5224494934082,-0.12559999525547028
9961595885918907304,51.50973129272461,-0.1233609989285469,LK15CUC,LK15CUC,2024-07-24 18:00:00.007061,51.5017204284668,-0.10970400273799896
11353013928265433016,51.515384674072266,-0.15448200702667236,LK17AKP,LK17AKP,2024-07-24 18:00:00.007061,51.497127532958984,-0.14463099837303162
7638175654335273432,51.514678955078125,-0.1298539936542511,LF67EWU,LF67EWU,2024-07-24 18:00:00.007061,51.522098541259766,-0.1273909956216812
16657634801726560274,51.523277282714844,-0.15022799372673035,LTZ1281,LTZ1281,2024-07-24 18:00:00.007061,51.51691436767578,-0.14261600375175476
7071391667727498421,51.513851165771484,-0.12962999939918518,LJ13FBG,LJ13FCF,2024-07-24 18:00:00.007061,51.51079177856445,-0.1285109966993332
8229059043813586867,51.51597213745117,-0.13477900624275208,LTZ1324,LTZ1324,2024-07-24 18:00:00.007061,51.5155029296875,-0.14463099837303162
16764040194544483748,51.515384674072266,-0.14149600267410278,LTZ1355,LTZ1355,2024-07-24 18:00:00.007061,51.51573944091797,-0.14485399425029755
12323564693406011815,51.52315902709961,-0.13679400086402893,LTZ1756,LTZ1756,2024-07-24 18:00:00.007061,51.53434753417969,-0.12246599793434143
