id,lat,lon,vehicle_id,vehicle_label,timestamp
13905030667550937928,51.52597427368164,-0.16179800033569336,7202,,2024-07-21 16:39:33
8159412809529340498,51.49272155761719,-0.1490810066461563,BV24ZFD,,2024-07-21 15:19:34
4094956276197727,51.49277114868164,-0.0839570015668869,LC71KXH,LC71KXH,2024-07-21 16:39:07
5946447525787402537,51.56167221069336,-0.13366000354290009,LJ18FHW,,2024-07-21 01:24:58
16459879730508359710,51.475929260253906,-0.09515099972486496,LTZ1768,,2024-07-21 07:15:18
16470403012149661408,51.408912658691406,-0.04074599966406822,LJ10CVE,LJ10CVE,2024-07-21 16:38:50
11353013928265433016,51.429405212402344,-0.10343500226736069,LK17AKP,,2024-07-21 07:59:59
7497025881704855268,51.57050323486328,-0.1470929980278015,LK14FAU,LK14FAU,2024-07-21 16:38:36
7051584341798338466,51.51679611206055,-0.20530399680137634,LK70AZT,LK70AZV,2024-07-21 16:38:52
1322491530369983401,51.573448181152344,-0.06738899648189545,LTZ1005,,2024-07-21 16:34:57
6028249091353602623,51.502620697021484,-0.15230700373649597,BF68LCW,,2024-07-21 16:39:14
7104267720080395854,51.485469818115234,-0.07029899954795837,LTZ1282,LTZ1282,2024-07-21 16:38:33
9850343208069552276,51.558372497558594,-0.11843600124120712,LTZ1500,LTZ1500,2024-07-21 16:38:53
403519720271693357,51.56378936767578,-0.2256779968738556,LTZ1561,LTZ1561,2024-07-21 16:38:31
6481988008944628555,51.55107116699219,-0.07522500306367874,LTZ1597,LTZ1597,2024-07-21 16:39:00
12971231306716046196,51.517974853515625,-0.11104699969291687,LV24EUR,LV24EUR,2024-07-21 16:39:00
11417354559213883963,51.473690032958984,-0.043880999088287354,SN18KMZ,,2024-07-21 16:32:01
17020872526338303814,51.55542755126953,-0.05507500097155571,SK20BBX,SK20BBX,2024-07-21 16:39:17
3151948667389512223,51.48181915283203,-0.12761500477790833,SN61CYS,SN61CYS,2024-07-21 16:38:53
16303700901074947497,51.51420593261719,-0.2048570066690445,YJ21EVW,YJ21EVW,2024-07-21 16:38:50
2413008800459913469,51.51620864868164,-0.16478100419044495,YJ70EVK,YJ21EVW,2024-07-21 16:38:29
665356599716170246,51.47262954711914,-0.14731700718402863,LV24VOF,,2024-07-21 01:05:11
12109517333739814588,51.597476959228516,-0.11261399835348129,LJ61LHW,,2024-07-21 10:06:47
4404268070157047574,51.624210357666016,-0.06649299710988998,YX67VHM,YX67VHM,2024-07-21 16:38:32
12410028399546191596,51.55437088012695,-0.2572470009326935,YX68URO,YX68URO,2024-07-21 16:38:02
5683044351805025727,51.493038177490234,-0.22184300422668457,733,,2024-07-21 16:39:35
10994650215335897872,51.471923828125,-0.16657200455665588,YY16YKP,SL14DDU,2024-07-21 16:38:00
672068785109793473,51.39842987060547,-0.04768700152635574,YY18TNO,YY18TNO,2024-07-21 16:39:17
2070341207988514805,51.49298095703125,-0.14852799475193024,741,,2024-07-21 16:39:48
4187540416847164429,51.491920471191406,-0.1483609974384308,BV17GVL,,2024-07-21 15:43:42
8720151469476879815,51.49257278442383,-0.14804400503635406,BV23ZXA,,2024-07-20 08:17:15
16954760992078187948,51.49332046508789,-0.1492380052804947,BV72XFL,,2024-07-21 16:21:31
13826249469377717235,51.528812408447266,-0.1271670013666153,BV66VKJ,BV66VKJ,2024-07-21 11:23:24
10275761461837817614,51.56449890136719,-0.10589800029993057,LJ67DKY,,2024-07-21 16:33:10
10746531956553299780,51.44907760620117,-0.11306200176477432,LK17AKO,,2024-07-21 16:38:23
