id,lat,lon,vehicle_id,vehicle_label,timestamp
14723315330418559477,51.4417724609375,-0.12470400333404541,BV66VGO,BV66VGO,2024-07-25 11:18:46
4578368319718327187,51.571327209472656,-0.09425599873065948,LJ61LLE,LJ61LKD,2024-07-25 11:09:44
112482090948801144,51.532344818115234,-0.24605199694633484,BD13OHJ,,2024-07-25 10:21:28
10746531956553299780,51.522804260253906,-0.16478100419044495,LK17AKO,,2024-07-25 11:15:52
5375676571060751692,51.49162673950195,-0.14912199974060059,BF21DCV,,2024-07-24 23:53:25
16605205519947800333,51.515621185302734,-0.1273909956216812,LTZ1246,,2024-07-25 11:13:47
16265166823280662132,51.60689926147461,-0.040522001683712006,LTZ1577,,2024-07-24 22:37:36
11391324315651679528,51.507808685302734,-0.12122313678264618,BF23CGU,,2024-07-25 09:41:27
10892663396007274740,51.51506042480469,-0.06777507811784744,BF23CGV,,2024-07-25 08:31:57
17081606677502839429,51.592647552490234,-0.10612200200557709,SM19KKN,SM19KKN,2024-07-25 11:18:35
3869697080374318717,51.498069763183594,-0.16657200455665588,SN12ASX,SN12ASX,2024-07-25 11:18:14
10524621660973975771,51.48004913330078,-0.19500599801540375,SN12ATZ,SN12ATZ,2024-07-25 11:18:38
16110334846705957536,51.479461669921875,-0.12873399257659912,SN12AUF,SN12AUF,2024-07-25 11:18:53
15730898033017892261,51.42987823486328,-0.17418399453163147,SN12AVG,,2024-07-25 11:18:15
17669088708897846038,51.51255798339844,-0.09515099972486496,SN16OJH,SN16OJH,2024-07-25 11:18:29
12164578488403902026,51.496070861816406,-0.10500200092792511,SN18KLJ,SN18KLJ,2024-07-25 11:18:46
16762528990091029387,51.44306945800781,-0.02820800058543682,SN66WMX,,2024-07-25 11:16:03
4796231789071630286,51.49501037597656,-0.08440399914979935,SN66WOD,SN66WOD,2024-07-25 11:19:07
11035561243743973742,51.49406814575195,-0.09403199702501297,SN67XER,SN67XER,2024-07-25 11:18:16
12877359035786229310,51.484527587890625,-0.21985700726509094,YJ21EXP,YJ21EXP,2024-07-25 11:18:35
6156689881525304341,51.51750564575195,-0.1719450056552887,YJ21EXT,YJ70EVX,2024-07-25 11:19:04
16688194063506199950,51.4448356628418,-0.10500200092792511,YJ22AXH,YJ22AXH,2024-07-25 11:19:00
8843553762342027375,51.52680969238281,-0.036267999559640884,YJ23EWK,YJ23EWK,2024-07-25 11:18:42
