id,lat,lon,vehicle_id,vehicle_label,timestamp
11024615927551489905,51.61314010620117,-0.1770939975976944,YJ69DFV,,2024-07-20 15:19:15
8843504203236158183,51.49183654785156,-0.14906899631023407,BV73ZWL,,2024-07-20 19:59:12
7051584341798338466,51.5151481628418,-0.24896299839019775,LK70AZT,LK70AZT,2024-07-20 19:58:53
11475403087991471706,51.494380950927734,-0.14674100279808044,7215,,2024-07-20 19:58:44
7337213601260581496,51.402671813964844,-0.1732880026102066,YX61BWJ,YX61BWJ,2024-07-20 19:58:57
14303624260841419565,51.54651641845703,-0.0225600004196167,SEe40,,2024-07-19 13:39:20
665356599716170246,51.48699951171875,-0.18784099817276,LV24VOF,LV24VOA,2024-07-20 19:58:32
5683044351805025727,51.49690246582031,-0.20552299916744232,733,,2024-07-20 19:59:10
8720151469476879815,51.49257278442383,-0.14804400503635406,BV23ZXA,,2024-07-20 08:17:15
216892418112299242,51.50210952758789,-0.15087799727916718,7212,,2024-07-20 19:58:57
151036057378921561,51.5018424987793,-0.17922599613666534,731,,2024-07-20 19:59:19
1438801706026306876,51.48353958129883,-0.1651419997215271,BV19XRO,,2024-07-20 19:54:35
3151948667389512223,51.47310256958008,-0.1482129991054535,SN61CYS,,2024-07-19 19:29:56
14939747823353339073,51.484291076660156,-0.2050810009241104,YY66OZM,YY66OZM,2024-07-20 19:58:24
940523849536441894,51.5487174987793,-0.11821199953556061,LTZ1572,LTZ1572,2024-07-20 19:58:20
1480738536442980496,51.492618560791016,-0.14807499945163727,BV24ZFC,,2024-07-20 19:59:13
11422430366104599239,51.52079391479492,-0.15915100276470184,BV71GYP,,2024-07-20 19:59:02
9194453806658183183,51.487701416015625,-0.26050999760627747,BV72XGH,,2024-07-20 19:59:04
7078468542507601950,51.49260330200195,-0.14961299300193787,BV72XGK,,2024-07-20 19:58:34
14327343174663595597,51.55744171142578,-0.21616099774837494,BM68AHE,,2024-07-20 19:59:08
287634705663373914,51.43022918701172,-0.10455399751663208,LK17AGY,LK17AGY,2024-07-20 19:59:00
6151289606414669703,51.493377685546875,-0.14852100610733032,BF21CZC,,2024-07-19 08:08:37
511896456114135288,51.41032791137695,-0.046119000762701035,LJ59ADO,LJ59ACY,2024-07-20 08:33:17
16059933230875039281,51.494300842285156,-0.1824679970741272,LB69JRX,LB69JRX,2024-07-20 19:59:16
10974493655568554079,51.49321365356445,-0.14851799607276917,BV19XOL,,2024-07-20 16:48:38
3355950494629687326,51.54753875732422,-0.1141820028424263,LJ67DKX,,2024-07-20 19:58:52
5696895211095238491,51.606781005859375,-0.040522001683712006,LJ62BCU,,2024-07-20 05:37:00
15970098610309880012,51.535301208496094,-0.17542600631713867,7207,,2024-07-20 19:59:12
12805429097047659504,51.579063415527344,-0.2379949986934662,7211,,2024-07-20 19:59:09
672068785109793473,51.44271469116211,-0.027760999277234077,YY18TNO,,2024-07-19 20:37:56
7942188010932663880,51.492279052734375,-0.14770899713039398,BV19XOY,,2024-07-20 10:32:07
12574361848480075935,51.49322509765625,-0.14849500358104706,BV19XOP,,2024-07-20 13:39:07
9098365616745280276,51.493186950683594,-0.14826999604701996,BV19XOO,,2024-07-20 13:52:03
2651249409784388038,51.51353454589844,-0.15794600546360016,7204,,2024-07-20 19:59:17
10994650215335897872,51.47310256958008,-0.14664599299430847,YY16YKP,,2024-07-20 00:58:04
2610892144747436885,51.49336624145508,-0.14806999266147614,BV23ZXM,,2024-07-19 21:25:52
4865915048393305045,51.515926361083984,-0.15694299340248108,BF21DBX,,2024-07-20 19:58:54
7499658054067018195,51.49287414550781,-0.1490129977464676,BF21DBZ,,2024-07-20 19:47:55
3096094634918261175,51.493629455566406,-0.14680899679660797,BF68LFL,,2024-07-19 13:08:47
11598356535021784616,51.47380828857422,-0.09627100080251694,YX18KPL,,2024-07-19 19:50:53
12779094437715567621,51.4931526184082,-0.14820800721645355,BV67JXW,,2024-07-19 17:59:38
10265576775155773416,51.4932861328125,-0.14807100594043732,BF68LDO,,2024-07-20 11:41:05
6049675744298308289,51.5654411315918,-0.13410800695419312,LK18AKG,,2024-07-20 19:58:25
14877391059564879473,51.503761291503906,-0.14832830429077148,BD16YEL,,2024-07-20 17:08:18
12992007874927816565,51.49244689941406,-0.14901599287986755,BV72XGF,,2024-07-20 19:57:32
343145286901835126,51.49238967895508,-0.14899300038814545,BF68LBU,,2024-07-20 19:58:32
254036953629076354,51.462337493896484,-0.1943340003490448,BV19XOS,,2024-07-20 17:05:34
17663019228160419375,51.46933364868164,-0.09739000350236893,SK67FKH,,2024-07-20 00:13:55
9721645123900984372,51.528812408447266,-0.019923999905586243,LTZ1260,LTZ1264,2024-07-19 21:59:17
12877359035786229310,51.51750564575195,-0.18201999366283417,YJ21EXP,YJ21EXP,2024-07-20 19:58:41
12338144965012056657,51.50077819824219,-0.12156999856233597,LTZ1463,LTZ1038,2024-07-20 19:58:38
17587218767097897896,51.50996780395508,-0.12828700244426727,LTZ1845,LTZ1845,2024-07-20 19:58:21
7934299760349747959,51.49166488647461,-0.14929600059986115,BV17GUK,,2024-07-20 19:48:07
13696815702496071197,51.4926872253418,-0.14640599489212036,BV17GTZ,,2024-07-20 19:56:37
17660008177411129864,51.491756439208984,-0.1493159979581833,BV19XOX,,2024-07-20 19:58:35
18327297573371896011,51.521392822265625,-0.15951499342918396,BV19XPO,,2024-07-20 19:59:15
10626212691723867650,51.5038948059082,-0.15110599994659424,BV22VTZ,,2024-07-20 19:59:14
11207170093472253051,51.49268341064453,-0.149509996175766,BV23ZVN,,2024-07-20 19:57:39
12401170701394253376,51.57621383666992,-0.2160860002040863,BV23ZWA,,2024-07-20 19:59:15
17571332709246363323,51.491973876953125,-0.14895099401474,BV24ZFO,,2024-07-20 19:32:18
10900677761228057140,51.480430603027344,-0.18147900700569153,BV24ZFN,,2024-07-20 19:59:09
4613755131801382999,51.49325942993164,-0.19928300380706787,BV24ZFR,,2024-07-20 19:59:01
12947749236093027796,51.493553161621094,-0.1480569988489151,BV24ZFL,,2024-07-20 18:41:40
1501563637100549798,51.49249267578125,-0.1490360051393509,BV24ZFY,,2024-07-20 19:59:09
11317075717384842127,51.49175262451172,-0.14865300059318542,BV24ZGJ,,2024-07-20 19:56:57
364675275308068676,51.491634368896484,-0.14913499355316162,BV67JXN,,2024-07-20 19:58:49
15633131315911959202,51.49185562133789,-0.14926299452781677,BV69KPX,,2024-07-20 19:59:12
10516929534475723007,51.41421127319336,-0.051940999925136566,LTZ1846,LTZ1846,2024-07-20 19:59:12
7534085752480119183,51.497318267822266,-0.13600599765777588,BV69KTC,,2024-07-20 19:59:14
15659922496609819637,51.49298095703125,-0.14929699897766113,BV73ZWJ,,2024-07-20 18:15:49
9994286710957180922,51.49273681640625,-0.14607100188732147,BU18OSK,,2024-07-20 13:48:27
11452826116142306224,51.46215057373047,-0.17261700332164764,YY14WEU,,2024-07-20 19:59:12
16914461745827000930,51.492427825927734,-0.14738400280475616,BV67JZF,,2024-07-19 19:43:33
14298673062615023214,51.501041412353516,-0.16095499694347382,BV24ZFF,,2024-07-20 10:53:43
11025653791601535332,51.523441314697266,-0.16044099628925323,BV67JXY,,2024-07-20 15:29:31
