id,lat,lon,vehicle_id,vehicle_label,timestamp
10380405268878856193,51.403011322021484,-0.19821399450302124,E12,,2024-07-17 13:19:15
2754442821409672550,51.4384765625,-0.05417900159955025,SN64OHG,SN64OHG,2024-07-18 20:03:07
14725142724409499228,51.59276580810547,-0.1063460037112236,LJ61LJN,LJ61LJN,2024-07-18 20:04:08
6548885277759398843,51.486717224121094,-0.1605450063943863,BV73ZWE,,2024-07-18 20:04:15
8146395825419584353,51.571327209472656,-0.036715999245643616,YX66WGC,,2024-07-18 20:00:01
1397379126366745426,51.49281311035156,-0.14837700128555298,BF21CZW,,2024-07-17 21:08:59
5017724688722181163,51.502193450927734,-0.07746399939060211,SN61CYO,SN61CYO,2024-07-18 20:03:46
8843504203236158183,51.4932861328125,-0.1481959968805313,BV73ZWL,,2024-07-17 16:52:47
1304175573118418613,51.451900482177734,-0.12156999856233597,YY67GZL,YY67GZL,2024-07-18 16:44:23
13849598280808512905,51.46144104003906,-0.07925499975681305,YX16OCL,,2024-07-18 20:03:50
13010550101773819547,51.56697082519531,-0.13545100390911102,LJ19CUK,,2024-07-18 19:54:13
9322742094227144932,51.61529541015625,-0.25059500336647034,BV19XPH,,2024-07-18 20:04:14
5855865973858507607,51.62114715576172,-0.061792001128196716,LJ61CFZ,LJ61LKO,2024-07-18 20:03:48
9150380032678289260,51.42881774902344,-0.14216800034046173,YX09FLP,YX09FLP,2024-07-18 20:03:48
8429877365144177011,51.429405212402344,-0.10388299822807312,LK65BYU,,2024-07-17 19:57:28
16003640561602779102,51.42210388183594,-0.07746399939060211,LTZ1711,,2024-07-18 20:03:41
9237532278873144705,51.479461669921875,-0.1708260029554367,YY16YKT,YY16YKT,2024-07-18 20:03:19
16764040194544483748,51.52751541137695,-0.13276399672031403,LTZ1355,,2024-07-18 20:04:01
2667629009073155710,51.56167221069336,-0.13343599438667297,LV23ZBY,,2024-07-18 19:55:06
665356599716170246,51.51479721069336,-0.09716600179672241,LV24VOF,LV24VOF,2024-07-18 20:03:51
7183922807167508317,51.49465560913086,-0.09739000350236893,LV73FDO,LV73FDO,2024-07-18 20:03:05
4234171361944658262,51.427520751953125,-0.08261299878358841,LG73FYS,LG73FYS,2024-07-18 20:03:35
764223308994812013,51.47121810913086,-0.040522001683712006,SN18KMJ,SN18KMJ,2024-07-18 20:03:20
6675332875538830474,51.430702209472656,-0.03582099825143814,SN67XBP,SN67XBP,2024-07-18 20:03:37
14027286361136511454,51.5673942565918,-0.20669299364089966,BF21DBU,,2024-07-18 20:04:14
12221888840208630827,51.428348541259766,-0.16836300492286682,YX18KXP,YX18KXP,2024-07-18 20:04:10
10961784728107434533,51.49178695678711,-0.1493310034275055,BV19XPE,,2024-07-18 20:03:59
2107236593793194427,51.49247360229492,-0.14896999299526215,BV72XGJ,,2024-07-18 20:03:21
6572730659925051565,51.47581100463867,-0.09492699801921844,YY67GZU,,2024-07-18 19:50:26
8400755825468902878,51.49203109741211,-0.15019600093364716,BV19XPP,,2024-07-18 20:04:11
8708682862487320372,51.52621841430664,-0.1786620020866394,LK67CXZ,LK67CXZ,2024-07-18 20:03:38
10506065963823776815,51.51597213745117,-0.13477900624275208,LK67CYJ,LK67CYJ,2024-07-18 20:03:51
3283825784758879403,51.49309539794922,-0.14932499825954437,BD65JEJ,,2024-07-18 16:47:14
891746473769699967,51.48064041137695,-0.19679699838161469,LTZ1058,,2024-07-18 20:00:10
6226881365467080668,51.547420501708984,-0.23933599889278412,LK67ELW,,2024-07-18 19:09:04
12734372567214737221,51.490726470947266,-0.151855006814003,BF68LBP,,2024-07-18 20:04:09
3190303846534538023,51.49278259277344,-0.14837899804115295,BV17GUU,,2024-07-18 20:04:09
7692593868111019814,51.49336624145508,-0.1455949991941452,BV24ZFB,,2024-07-18 16:44:59
2070005970128688366,51.49273681640625,-0.14820800721645355,BU18OSX,,2024-07-17 15:34:28
11893601599255435286,51.49253463745117,-0.1476919949054718,BF68LFB,,2024-07-17 14:16:39
1052050712047405526,51.51933288574219,-0.1585649996995926,BV73ZXU,,2024-07-18 20:04:13
10138633317525291917,51.60327911376953,-0.23889200389385223,BV72XFU,,2024-07-18 20:04:14
731936543420915037,51.5489501953125,-0.22097699344158173,YX62FTD,YX62FTF,2024-07-18 20:03:22
18354729914727156806,51.53540802001953,-0.05731400102376938,YX68UJJ,YX68UJJ,2024-07-18 20:03:46
17274094849425759608,51.42893600463867,-0.10321100056171417,LK66AON,,2024-07-18 20:03:57
1935387776571625213,51.45849609375,-0.19590100646018982,YX66WHH,YX66WHH,2024-07-18 20:03:29
11156130663278141050,51.54607391357422,-0.022370999678969383,SEe39,,2024-07-18 20:04:15
14303624260841419565,51.546424865722656,-0.022623000666499138,SEe40,,2024-07-18 11:55:38
15558547464983425327,51.558143615722656,-0.21705499291419983,BM68AHK,,2024-07-18 20:03:48
5989919181682591335,51.590057373046875,-0.1023159995675087,LJ16NNH,,2024-07-18 20:03:17
8773000795815114365,51.564849853515625,-0.23799200356006622,LTZ1647,LTZ1647,2024-07-18 20:04:05
6772674082657753851,51.493186950683594,-0.14879800379276276,BV23ZXL,,2024-07-18 17:47:25
