,Unnamed: 0,id,address,outcode,incode,latitude,longitude,pcm,pa,per_sq_ft,sqft,sqm,agent,geometry,park_distance,nearest_tube_station,tube_station_distance,nearest_bus_stop,second_nearest_bus_stop,third_nearest_bus_stop,bus_stop_distance,buffer,bus_stops_within_1kmr,tube_stations_within_1km,stops&stations_within_1km,ors_isochrone,ors_isochrone_area,original_geometry
0,0,143054447,"32 Penny Brookes Street, East Village, London, E15 1GP",E15,1GP,51.546197,-0.001925,5417.0,65000.0,26.85,2421.0,225.0,Dobbin & Sullivan,POINT (-0.0019250000000049 51.546197),234.38028832329636,9400ZZLUSTD,499.4835346205311,490003260S,490003260NE,490003328S,141.26716826882728,"POLYGON ((539644.0736493766 184925.1103661561, 539639.2583760489 184827.09322582654, 539624.8589297798 184730.02004413996, 539601.0139851088 184634.82568890162, 539567.9531818879 184542.426933791, 539525.994913725 184453.7136293301, 539475.5432616791 184369.5401331365, 539417.0841027393 184290.71708199245, 539351.1804305632 184218.00358496956, 539278.4669335403 184152.09991279335, 539199.6438823963 184093.64075385354, 539115.4703862027 184043.18910180774, 539026.7570817417 184001.2308336448, 538934.3583266311 183968.17003042388, 538839.1639713928 183944.32508575285, 538742.0907897062 183929.9256394839, 538644.0736493766 183925.1103661561, 538546.056509047 183929.9256394839, 538448.9833273605 183944.32508575285, 538353.7889721221 183968.17003042388, 538261.3902170116 184001.2308336448, 538172.6769125506 184043.18910180774, 538088.503416357 184093.64075385354, 538009.680365213 184152.09991279335, 537936.9668681901 184218.00358496956, 537871.0631960139 184290.71708199245, 537812.6040370741 184369.5401331365, 537762.1523850283 184453.7136293301, 537720.1941168654 184542.426933791, 537687.1333136444 184634.82568890162, 537663.2883689734 184730.02004413996, 537648.8889227044 184827.09322582654, 537644.0736493766 184925.1103661561, 537648.8889227044 185023.12750648565, 537663.2883689734 185120.20068817222, 537687.1333136444 185215.39504341056, 537720.1941168654 185307.7937985212, 537762.1523850283 185396.50710298208, 537812.6040370741 185480.68059917568, 537871.0631960139 185559.50365031973, 537936.9668681901 185632.21714734263, 538009.680365213 185698.12081951884, 538088.503416357 185756.57997845864, 538172.6769125506 185807.03163050444, 538261.3902170116 185848.98989866738, 538353.7889721221 185882.0507018883, 538448.9833273605 185905.89564655934, 538546.056509047 185920.29509282828, 538644.0736493766 185925.1103661561, 538742.0907897062 185920.29509282828, 538839.1639713928 185905.89564655934, 538934.3583266311 185882.0507018883, 539026.7570817417 185848.98989866738, 539115.4703862027 185807.03163050444, 539199.6438823963 185756.57997845864, 539278.4669335403 185698.12081951884, 539351.1804305632 185632.21714734263, 539417.0841027393 185559.50365031973, 539475.5432616791 185480.68059917568, 539525.994913725 185396.50710298208, 539567.9531818879 185307.7937985212, 539601.0139851088 185215.39504341056, 539624.8589297798 185120.20068817222, 539639.2583760489 185023.12750648565, 539644.0736493766 184925.1103661561))",65,4,69,"POLYGON ((-0.022149 51.550187, -0.023135 51.546309, -0.024001 51.543884, -0.023052 51.541987, -0.021767 51.541022, -0.01875 51.539479, -0.0158 51.535476, -0.01522 51.534259, -0.015028 51.533892, -0.014907 51.53384, -0.014578 51.533817, -0.012746 51.533872, -0.008593 51.532764, -0.007586 51.532518, -0.00743 51.532488, -0.006619 51.532508, -0.002082 51.53272, 0.00307 51.532921, 0.006762 51.533146, 0.008156 51.533351, 0.010168 51.534191, 0.013011 51.537942, 0.014059 51.539074, 0.016859 51.542992, 0.018229 51.544638, 0.019335 51.545973, 0.020105 51.547022, 0.020579 51.548479, 0.020358 51.549345, 0.020301 51.549461, 0.019456 51.550563, 0.017618 51.552809, 0.016341 51.553524, 0.012529 51.556829, 0.012494 51.556858, 0.00756 51.558284, 0.004647 51.55918, 0.004594 51.559193, 0.003487 51.559141, 0.001181 51.559132, -0.001659 51.559148, -0.004695 51.560608, -0.00569 51.560959, -0.00708 51.560997, -0.008416 51.560978, -0.008639 51.560863, -0.009987 51.559131, -0.01545 51.557246, -0.019696 51.554862, -0.020747 51.554296, -0.020764 51.554277, -0.021669 51.552076, -0.022149 51.550187))",7127404.548911417,POINT (-0.0019250000000049 51.546197)
1,1,146637605,"The Brewery Wickside, 3-13 Hepscott Road, Hackney Wick, E95HJ",E9,5HJ,51.541726,-0.023781,68243.0,818916.0,30.0,27297.0,2536.0,Belchak Corin & Co Ltd,POINT (-0.0237810000000004 51.54172600000001),65.4815826987656,9400ZZDLSIT,1058.8397617931746,490000297W,490011721E,490000297E,132.33716602924275,"POLYGON ((538142.1181148819 184386.7771513444, 538137.3028415542 184288.76001101485, 538122.9033952851 184191.68682932828, 538099.0584506141 184096.49247408993, 538065.9976473931 184004.0937189793, 538024.0393792302 183915.3804145184, 537973.5877271844 183831.2069183248, 537915.1285682446 183752.38386718076, 537849.2248960685 183679.67037015787, 537776.5113990456 183613.76669798166, 537697.6883479016 183555.30753904185, 537613.514851708 183504.85588699605, 537524.801547247 183462.8976188331, 537432.4027921364 183429.8368156122, 537337.2084368981 183405.99187094116, 537240.1352552115 183391.5924246722, 537142.1181148819 183386.7771513444, 537044.1009745523 183391.5924246722, 536947.0277928658 183405.99187094116, 536851.8334376274 183429.8368156122, 536759.4346825168 183462.8976188331, 536670.7213780559 183504.85588699605, 536586.5478818623 183555.30753904185, 536507.7248307182 183613.76669798166, 536435.0113336954 183679.67037015787, 536369.1076615192 183752.38386718076, 536310.6485025794 183831.2069183248, 536260.1968505336 183915.3804145184, 536218.2385823707 184004.0937189793, 536185.1777791497 184096.49247408993, 536161.3328344787 184191.68682932828, 536146.9333882097 184288.76001101485, 536142.1181148819 184386.7771513444, 536146.9333882097 184484.79429167396, 536161.3328344787 184581.86747336053, 536185.1777791497 184677.06182859887, 536218.2385823707 184769.4605837095, 536260.1968505336 184858.1738881704, 536310.6485025794 184942.347384364, 536369.1076615192 185021.17043550804, 536435.0113336954 185093.88393253094, 536507.7248307182 185159.78760470715, 536586.5478818623 185218.24676364695, 536670.7213780559 185268.69841569275, 536759.4346825168 185310.6566838557, 536851.8334376274 185343.71748707662, 536947.0277928658 185367.56243174765, 537044.1009745523 185381.9618780166, 537142.1181148819 185386.7771513444, 537240.1352552115 185381.9618780166, 537337.2084368981 185367.56243174765, 537432.4027921364 185343.71748707662, 537524.801547247 185310.6566838557, 537613.514851708 185268.69841569275, 537697.6883479016 185218.24676364695, 537776.5113990456 185159.78760470715, 537849.2248960685 185093.88393253094, 537915.1285682446 185021.17043550804, 537973.5877271844 184942.347384364, 538024.0393792302 184858.1738881704, 538065.9976473931 184769.4605837095, 538099.0584506141 184677.06182859887, 538122.9033952851 184581.86747336053, 538137.3028415542 184484.79429167396, 538142.1181148819 184386.7771513444))",59,0,59,"POLYGON ((-0.046717 51.544883, -0.045401 51.541726, -0.043867 51.539368, -0.041625 51.535381, -0.038198 51.532718, -0.034605 51.532172, -0.030895 51.530824, -0.028099 51.530004, -0.027407 51.529818, -0.023093 51.529244, -0.018606 51.529449, -0.014062 51.532473, -0.012519 51.532364, -0.012279 51.532316, -0.012031 51.532327, -0.01175 51.532415, -0.00761 51.534365, -0.007078 51.534808, -0.005519 51.536358, -0.004373 51.537585, -0.004206 51.538422, -0.004177 51.538625, -0.004107 51.54454, -0.004 51.545479, -0.004001 51.545485, -0.004436 51.546301, -0.007321 51.550548, -0.009542 51.551817, -0.011834 51.552112, -0.014487 51.55268, -0.018662 51.554646, -0.018695 51.554661, -0.019798 51.554765, -0.024926 51.55585, -0.030377 51.555403, -0.032574 51.555207, -0.034869 51.554847, -0.035064 51.554781, -0.038508 51.552287, -0.040809 51.550539, -0.04351 51.548844, -0.044211 51.548266, -0.044506 51.547908, -0.046717 51.544892, -0.046717 51.544883))",6543779.374142504,POINT (-0.0237810000000004 51.54172600000001)
2,2,139250276,"Bow Exchange, 5 Yeo Street, Bow, London, E3 3QP",E3,3QP,51.51851,-0.01804,2417.0,29000.0,17.5,26425.0,2455.0,Strettons Limited,POINT (-0.0180400000000046 51.51851),32.99440305866615,9400ZZDLLDP,460.2733286745735,490016351E,490010043S,490016351W,227.10184285458985,"POLYGON ((538610.1631469138 181815.89493721595, 538605.347873586 181717.8777968864, 538590.948427317 181620.80461519983, 538567.1034826459 181525.61025996148, 538534.042679425 181433.21150485086, 538492.0844112621 181344.49820038996, 538441.6327592162 181260.32470419636, 538383.1736002765 181181.5016530523, 538317.2699281003 181108.78815602942, 538244.5564310774 181042.8844838532, 538165.7333799334 180984.4253249134, 538081.5598837398 180933.9736728676, 537992.8465792788 180892.01540470467, 537900.4478241683 180858.95460148374, 537805.2534689299 180835.1096568127, 537708.1802872433 180820.71021054377, 537610.1631469138 180815.89493721595, 537512.1460065842 180820.71021054377, 537415.0728248976 180835.1096568127, 537319.8784696592 180858.95460148374, 537227.4797145487 180892.01540470467, 537138.7664100877 180933.9736728676, 537054.5929138941 180984.4253249134, 536975.7698627501 181042.8844838532, 536903.0563657272 181108.78815602942, 536837.152693551 181181.5016530523, 536778.6935346113 181260.32470419636, 536728.2418825654 181344.49820038996, 536686.2836144025 181433.21150485086, 536653.2228111816 181525.61025996148, 536629.3778665105 181620.80461519983, 536614.9784202415 181717.8777968864, 536610.1631469138 181815.89493721595, 536614.9784202415 181913.9120775455, 536629.3778665105 182010.98525923208, 536653.2228111816 182106.17961447043, 536686.2836144025 182198.57836958105, 536728.2418825654 182287.29167404195, 536778.6935346113 182371.46517023555, 536837.152693551 182450.2882213796, 536903.0563657272 182523.0017184025, 536975.7698627501 182588.9053905787, 537054.5929138941 182647.3645495185, 537138.7664100877 182697.8162015643, 537227.4797145487 182739.77446972724, 537319.8784696592 182772.83527294817, 537415.0728248976 182796.6802176192, 537512.1460065842 182811.07966388814, 537610.1631469138 182815.89493721595, 537708.1802872433 182811.07966388814, 537805.2534689299 182796.6802176192, 537900.4478241683 182772.83527294817, 537992.8465792788 182739.77446972724, 538081.5598837398 182697.8162015643, 538165.7333799334 182647.3645495185, 538244.5564310774 182588.9053905787, 538317.2699281003 182523.0017184025, 538383.1736002765 182450.2882213796, 538441.6327592162 182371.46517023555, 538492.0844112621 182287.29167404195, 538534.042679425 182198.57836958105, 538567.1034826459 182106.17961447043, 538590.948427317 182010.98525923208, 538605.347873586 181913.9120775455, 538610.1631469138 181815.89493721595))",74,3,77,"POLYGON ((-0.039407 51.521763, -0.040588 51.517549, -0.040571 51.517474, -0.040153 51.516733, -0.038508 51.514822, -0.036271 51.512276, -0.034046 51.510495, -0.032878 51.509754, -0.030987 51.508602, -0.030922 51.508568, -0.026954 51.507518, -0.024949 51.506882, -0.024782 51.506839, -0.021669 51.50673, -0.018099 51.505995, -0.017689 51.505891, -0.017548 51.505875, -0.017029 51.505953, -0.015674 51.507475, -0.010011 51.506615, -0.008925 51.505935, -0.008619 51.505999, -0.008412 51.506083, -0.008016 51.5063, -0.007664 51.50656, -0.003832 51.510131, -0.00172 51.512117, -0.001418 51.512544, -0.000457 51.516013, -0.002685 51.51975, -0.002503 51.523345, -0.005418 51.528024, -0.007955 51.529608, -0.011376 51.530561, -0.013999 51.53151, -0.014618 51.53175, -0.015209 51.531977, -0.016917 51.532166, -0.019404 51.532347, -0.022991 51.532794, -0.026281 51.532339, -0.026355 51.532304, -0.030955 51.52924, -0.03286 51.528356, -0.035805 51.526617, -0.037092 51.525672, -0.038979 51.523802, -0.039407 51.521763))",6223681.715972049,POINT (-0.0180400000000046 51.51851)
3,3,142765634,"The Ivories, Northampton Street, London, N1",N1,2HY,51.54168,-0.09566,1531.0,18372.0,59.65,24746.0,2299.0,Bizspace Limited,POINT (-0.095660000000004 51.54168),112.71271752101391,9400ZZLUHAI,741.9900792409215,490001103S1,490001103S2,490007687N,97.5235659383422,"POLYGON ((533158.0740619444 184249.41139161028, 533153.2587886166 184151.39425128073, 533138.8593423476 184054.32106959415, 533115.0143976766 183959.1267143558, 533081.9535944556 183866.72795924518, 533039.9953262927 183778.0146547843, 532989.5436742469 183693.8411585907, 532931.0845153071 183615.01810744664, 532865.1808431309 183542.30461042374, 532792.467346108 183476.40093824753, 532713.644294964 183417.94177930773, 532629.4707987704 183367.49012726193, 532540.7574943095 183325.531859099, 532448.3587391989 183292.47105587806, 532353.1643839605 183268.62611120704, 532256.091202274 183254.2266649381, 532158.0740619444 183249.41139161028, 532060.0569216148 183254.2266649381, 531962.9837399282 183268.62611120704, 531867.7893846899 183292.47105587806, 531775.3906295793 183325.531859099, 531686.6773251183 183367.49012726193, 531602.5038289247 183417.94177930773, 531523.6807777807 183476.40093824753, 531450.9672807578 183542.30461042374, 531385.0636085817 183615.01810744664, 531326.6044496419 183693.8411585907, 531276.1527975961 183778.0146547843, 531234.1945294332 183866.72795924518, 531201.1337262122 183959.1267143558, 531177.2887815412 184054.32106959415, 531162.8893352721 184151.39425128073, 531158.0740619444 184249.41139161028, 531162.8893352721 184347.42853193983, 531177.2887815412 184444.5017136264, 531201.1337262122 184539.69606886475, 531234.1945294332 184632.09482397538, 531276.1527975961 184720.80812843627, 531326.6044496419 184804.98162462987, 531385.0636085817 184883.80467577392, 531450.9672807578 184956.51817279682, 531523.6807777807 185022.42184497303, 531602.5038289247 185080.88100391283, 531686.6773251183 185131.33265595863, 531775.3906295793 185173.29092412157, 531867.7893846899 185206.3517273425, 531962.9837399282 185230.19667201352, 532060.0569216148 185244.59611828247, 532158.0740619444 185249.41139161028, 532256.091202274 185244.59611828247, 532353.1643839605 185230.19667201352, 532448.3587391989 185206.3517273425, 532540.7574943095 185173.29092412157, 532629.4707987704 185131.33265595863, 532713.644294964 185080.88100391283, 532792.467346108 185022.42184497303, 532865.1808431309 184956.51817279682, 532931.0845153071 184883.80467577392, 532989.5436742469 184804.98162462987, 533039.9953262927 184720.80812843627, 533081.9535944556 184632.09482397538, 533115.0143976766 184539.69606886475, 533138.8593423476 184444.5017136264, 533153.2587886166 184347.42853193983, 533158.0740619444 184249.41139161028))",81,1,82,"POLYGON ((-0.118784 51.540415, -0.116998 51.538411, -0.114676 51.534113, -0.114514 51.533731, -0.114002 51.532822, -0.113488 51.532258, -0.111418 51.530779, -0.11008 51.529925, -0.107282 51.52849, -0.104924 51.527904, -0.100767 51.527778, -0.095604 51.527385, -0.095039 51.527442, -0.093397 51.527846, -0.089658 51.528102, -0.087222 51.527243, -0.087107 51.527255, -0.083706 51.527975, -0.083593 51.528014, -0.081852 51.528647, -0.078791 51.531829, -0.076269 51.534685, -0.073847 51.537799, -0.073471 51.538786, -0.072939 51.540432, -0.072904 51.540694, -0.073156 51.542965, -0.076224 51.547909, -0.077997 51.550971, -0.078358 51.551111, -0.078601 51.551178, -0.083776 51.553932, -0.089474 51.555541, -0.092887 51.55561, -0.097505 51.556668, -0.098108 51.556665, -0.102053 51.555, -0.102867 51.554413, -0.108599 51.553061, -0.108636 51.553061, -0.109488 51.552852, -0.111042 51.552366, -0.111268 51.552269, -0.111775 51.551554, -0.111921 51.551273, -0.114186 51.546742, -0.115575 51.544456, -0.118816 51.540596, -0.118784 51.540415))",7752313.026634947,POINT (-0.095660000000004 51.54168)
4,4,132867938,"542-546 Oxford Street, London, Greater London, W1C 1XL",W1H,7AH,51.514488,-0.158637,125000.0,1500000.0,94.29,15909.0,1478.0,Brasier Freeth,POINT (-0.1586370000000028 51.51448800000001),229.49736755118488,9400ZZLUMBA,120.05217210150896,490000144K,490000144P,490000144H,138.09908028387636,"POLYGON ((528867.2542157816 181113.80579137534, 528862.4389424538 181015.7886510458, 528848.0394961848 180918.71546935922, 528824.1945515138 180823.52111412087, 528791.1337482928 180731.12235901025, 528749.1754801299 180642.40905454935, 528698.7238280841 180558.23555835575, 528640.2646691443 180479.4125072117, 528574.3609969681 180406.6990101888, 528501.6474999452 180340.7953380126, 528422.8244488012 180282.3361790728, 528338.6509526076 180231.884527027, 528249.9376481466 180189.92625886406, 528157.5388930361 180156.86545564313, 528062.3445377977 180133.0205109721, 527965.2713561112 180118.62106470315, 527867.2542157816 180113.80579137534, 527769.237075452 180118.62106470315, 527672.1638937654 180133.0205109721, 527576.9695385271 180156.86545564313, 527484.5707834165 180189.92625886406, 527395.8574789555 180231.884527027, 527311.6839827619 180282.3361790728, 527232.8609316179 180340.7953380126, 527160.147434595 180406.6990101888, 527094.2437624189 180479.4125072117, 527035.7846034791 180558.23555835575, 526985.3329514333 180642.40905454935, 526943.3746832703 180731.12235901025, 526910.3138800494 180823.52111412087, 526886.4689353784 180918.71546935922, 526872.0694891093 181015.7886510458, 526867.2542157816 181113.80579137534, 526872.0694891093 181211.8229317049, 526886.4689353784 181308.89611339147, 526910.3138800494 181404.09046862982, 526943.3746832703 181496.48922374044, 526985.3329514333 181585.20252820133, 527035.7846034791 181669.37602439494, 527094.2437624189 181748.19907553899, 527160.147434595 181820.91257256188, 527232.8609316179 181886.8162447381, 527311.6839827619 181945.2754036779, 527395.8574789555 181995.7270557237, 527484.5707834165 182037.68532388663, 527576.9695385271 182070.74612710756, 527672.1638937654 182094.5910717786, 527769.237075452 182108.99051804753, 527867.2542157816 182113.80579137534, 527965.2713561112 182108.99051804753, 528062.3445377977 182094.5910717786, 528157.5388930361 182070.74612710756, 528249.9376481466 182037.68532388663, 528338.6509526076 181995.7270557237, 528422.8244488012 181945.2754036779, 528501.6474999452 181886.8162447381, 528574.3609969681 181820.91257256188, 528640.2646691443 181748.19907553899, 528698.7238280841 181669.37602439494, 528749.1754801299 181585.20252820133, 528791.1337482928 181496.48922374044, 528824.1945515138 181404.09046862982, 528848.0394961848 181308.89611339147, 528862.4389424538 181211.8229317049, 528867.2542157816 181113.80579137534))",81,3,84,"POLYGON ((-0.179774 51.519746, -0.179873 51.519203, -0.18027 51.514833, -0.181547 51.510607, -0.181511 51.510518, -0.179878 51.509108, -0.179452 51.508761, -0.174683 51.506017, -0.171409 51.504686, -0.167588 51.504637, -0.165661 51.502632, -0.164448 51.500745, -0.164044 51.500595, -0.163905 51.500547, -0.162863 51.500184, -0.161542 51.499842, -0.159385 51.499539, -0.158377 51.499619, -0.152821 51.500305, -0.15202 51.500042, -0.151985 51.500032, -0.150777 51.500173, -0.148319 51.501044, -0.144979 51.503563, -0.142532 51.506611, -0.139847 51.508159, -0.138102 51.510966, -0.136299 51.514066, -0.135234 51.516811, -0.13454 51.519168, -0.134837 51.520258, -0.135069 51.52047, -0.137227 51.521589, -0.140751 51.522296, -0.14457 51.524079, -0.147175 51.525502, -0.149678 51.526414, -0.15274 51.526683, -0.158088 51.52799, -0.160094 51.528619, -0.162776 51.528922, -0.165193 51.528947, -0.166695 51.52869, -0.171747 51.527358, -0.175769 51.525356, -0.175945 51.525244, -0.178514 51.522569, -0.179562 51.52054, -0.179774 51.519746))",7587904.571546158,POINT (-0.1586370000000028 51.51448800000001)
5,5,147559847,"25 Trego Road, Hackney Wick, London, E9 5HJ",E9,5HJ,51.541498,-0.024911,6210.0,74520.0,22.5,15327.0,1424.0,Strettons Limited,POINT (-0.0249110000000029 51.54149800000002),92.4090501233303,9400ZZDLSIT,1141.046948031754,490014198E,490014198S,490011721E,119.49934531258684,"POLYGON ((538064.4471615161 184359.30928439263, 538059.6318881883 184261.29214406307, 538045.2324419193 184164.2189623765, 538021.3874972482 184069.02460713816, 537988.3266940273 183976.62585202753, 537946.3684258644 183887.91254756664, 537895.9167738185 183803.73905137304, 537837.4576148788 183724.916000229, 537771.5539427026 183652.2025032061, 537698.8404456797 183586.29883102988, 537620.0173945357 183527.83967209008, 537535.8438983421 183477.38802004428, 537447.1305938811 183435.42975188134, 537354.7318387706 183402.3689486604, 537259.5374835322 183378.52400398938, 537162.4643018456 183364.12455772044, 537064.4471615161 183359.30928439263, 536966.4300211865 183364.12455772044, 536869.3568394999 183378.52400398938, 536774.1624842616 183402.3689486604, 536681.763729151 183435.42975188134, 536593.05042469 183477.38802004428, 536508.8769284964 183527.83967209008, 536430.0538773524 183586.29883102988, 536357.3403803295 183652.2025032061, 536291.4367081533 183724.916000229, 536232.9775492136 183803.73905137304, 536182.5258971677 183887.91254756664, 536140.5676290048 183976.62585202753, 536107.5068257839 184069.02460713816, 536083.6618811128 184164.2189623765, 536069.2624348438 184261.29214406307, 536064.4471615161 184359.30928439263, 536069.2624348438 184457.32642472218, 536083.6618811128 184554.39960640876, 536107.5068257839 184649.5939616471, 536140.5676290048 184741.99271675773, 536182.5258971677 184830.70602121862, 536232.9775492136 184914.87951741222, 536291.4367081533 184993.70256855627, 536357.3403803295 185066.41606557916, 536430.0538773524 185132.31973775537, 536508.8769284964 185190.77889669518, 536593.05042469 185241.23054874098, 536681.763729151 185283.18881690392, 536774.1624842616 185316.24962012484, 536869.3568394999 185340.09456479587, 536966.4300211865 185354.49401106482, 537064.4471615161 185359.30928439263, 537162.4643018456 185354.49401106482, 537259.5374835322 185340.09456479587, 537354.7318387706 185316.24962012484, 537447.1305938811 185283.18881690392, 537535.8438983421 185241.23054874098, 537620.0173945357 185190.77889669518, 537698.8404456797 185132.31973775537, 537771.5539427026 185066.41606557916, 537837.4576148788 184993.70256855627, 537895.9167738185 184914.87951741222, 537946.3684258644 184830.70602121862, 537988.3266940273 184741.99271675773, 538021.3874972482 184649.5939616471, 538045.2324419193 184554.39960640876, 538059.6318881883 184457.32642472218, 538064.4471615161 184359.30928439263))",57,0,57,"POLYGON ((-0.046407 51.543452, -0.046091 51.541919, -0.045992 51.54177, -0.043706 51.538347, -0.04195 51.535205, -0.039205 51.533075, -0.038404 51.532492, -0.038113 51.532301, -0.03356 51.531121, -0.030703 51.529958, -0.029387 51.529399, -0.027616 51.529138, -0.022374 51.528548, -0.020734 51.52868, -0.017366 51.528948, -0.012457 51.531917, -0.011074 51.532146, -0.010451 51.532467, -0.007653 51.534356, -0.007116 51.534763, -0.004373 51.537585, -0.004206 51.538422, -0.004196 51.538495, -0.004221 51.544039, -0.004647 51.546301, -0.008004 51.550806, -0.008121 51.550897, -0.009138 51.551502, -0.010139 51.551742, -0.010304 51.551773, -0.014487 51.55268, -0.019434 51.554624, -0.01962 51.554696, -0.020049 51.554814, -0.024433 51.555547, -0.030154 51.555396, -0.030928 51.555954, -0.031242 51.555899, -0.034869 51.554847, -0.034879 51.554843, -0.037509 51.553312, -0.041113 51.550529, -0.043769 51.548766, -0.044582 51.548009, -0.045759 51.546756, -0.046407 51.543452))",6741788.688946596,POINT (-0.0249110000000029 51.54149800000002)
6,6,146649497,"The Old Brewery, 6 Blundell Street, Islington, London, N7 9BH",N7,9BH,51.545015,-0.119203,16435.0,197220.0,15.0,13148.0,1221.0,Strettons Limited,POINT (-0.1192030000000025 51.545015),130.37803070038146,9400ZZLUCAR,393.1341473989402,490007615H,490007615G,490009661F,149.34802937604363,"POLYGON ((531516.0237582899 184578.00715420017, 531511.2084849621 184479.9900138706, 531496.8090386931 184382.91683218404, 531472.964094022 184287.7224769457, 531439.9032908011 184195.32372183507, 531397.9450226382 184106.61041737418, 531347.4933705924 184022.43692118058, 531289.0342116526 183943.61387003653, 531223.1305394764 183870.90037301363, 531150.4170424535 183804.99670083742, 531071.5939913095 183746.53754189762, 530987.4204951159 183696.08588985182, 530898.7071906549 183654.12762168888, 530806.3084355444 183621.06681846795, 530711.114080306 183597.22187379692, 530614.0408986195 183582.82242752798, 530516.0237582899 183578.00715420017, 530418.0066179603 183582.82242752798, 530320.9334362737 183597.22187379692, 530225.7390810354 183621.06681846795, 530133.3403259248 183654.12762168888, 530044.6270214638 183696.08588985182, 529960.4535252702 183746.53754189762, 529881.6304741262 183804.99670083742, 529808.9169771033 183870.90037301363, 529743.0133049272 183943.61387003653, 529684.5541459874 184022.43692118058, 529634.1024939416 184106.61041737418, 529592.1442257786 184195.32372183507, 529559.0834225577 184287.7224769457, 529535.2384778867 184382.91683218404, 529520.8390316176 184479.9900138706, 529516.0237582899 184578.00715420017, 529520.8390316176 184676.02429452972, 529535.2384778867 184773.0974762163, 529559.0834225577 184868.29183145464, 529592.1442257786 184960.69058656527, 529634.1024939416 185049.40389102616, 529684.5541459874 185133.57738721976, 529743.0133049272 185212.4004383638, 529808.9169771033 185285.1139353867, 529881.6304741262 185351.0176075629, 529960.4535252702 185409.47676650272, 530044.6270214638 185459.92841854852, 530133.3403259248 185501.88668671146, 530225.7390810354 185534.94748993238, 530320.9334362737 185558.7924346034, 530418.0066179603 185573.19188087236, 530516.0237582899 185578.00715420017, 530614.0408986195 185573.19188087236, 530711.114080306 185558.7924346034, 530806.3084355444 185534.94748993238, 530898.7071906549 185501.88668671146, 530987.4204951159 185459.92841854852, 531071.5939913095 185409.47676650272, 531150.4170424535 185351.0176075629, 531223.1305394764 185285.1139353867, 531289.0342116526 185212.4004383638, 531347.4933705924 185133.57738721976, 531397.9450226382 185049.40389102616, 531439.9032908011 184960.69058656527, 531472.964094022 184868.29183145464, 531496.8090386931 184773.0974762163, 531511.2084849621 184676.02429452972, 531516.0237582899 184578.00715420017))",73,2,75,"POLYGON ((-0.142208 51.540342, -0.142093 51.540212, -0.141071 51.539129, -0.137714 51.537685, -0.137097 51.537518, -0.135865 51.537292, -0.131757 51.535536, -0.130246 51.534138, -0.127461 51.532741, -0.12705 51.532596, -0.126298 51.532345, -0.121046 51.529917, -0.116821 51.529379, -0.116325 51.529413, -0.113957 51.530354, -0.108388 51.532565, -0.107625 51.533022, -0.105207 51.536226, -0.102363 51.538852, -0.102094 51.539072, -0.099572 51.541736, -0.09885 51.542527, -0.098822 51.542563, -0.098591 51.543974, -0.098633 51.544393, -0.098919 51.547204, -0.100864 51.551625, -0.102595 51.554281, -0.103865 51.555488, -0.105702 51.555466, -0.109966 51.557046, -0.113228 51.558806, -0.113518 51.558935, -0.114148 51.55918, -0.116661 51.559627, -0.120037 51.559542, -0.122925 51.558291, -0.125183 51.557344, -0.129414 51.555597, -0.134014 51.553241, -0.135066 51.552589, -0.13705 51.550371, -0.137607 51.549766, -0.141643 51.545708, -0.142638 51.543451, -0.142208 51.540342))",7004169.081532026,POINT (-0.1192030000000025 51.545015)
