,latitude,longitude,geometry,LSOA11CD,IMD19,stops&stations_within_1km,ors_isochrone_area,is_in_regent_street,log_per_sq_ft,log_sqft,log_population,log_park_distance,log_tube_station_distance,log_bus_stop_distance
59,51.518246,-0.127816,POINT (-0.127816 51.518246),E01000855,19276,105,1953.32,1,4.256605125012738,7.0587581525186645,8.64029892523716,5.222677452339291,5.597495604138244,4.7129477781615225
60,51.519933,-0.101618,POINT (-0.101618 51.519933),E01033490,14740,155,2005.34,0,4.007333185232471,8.15708378502887,9.480170543227835,4.9614450499054845,5.436469317930779,5.5557463958287965
61,51.511661,-0.082609,POINT (-0.082609 51.511661),E01032739,20391,172,1906.71,0,3.4641721808235437,8.144098463338524,7.275795393999566,4.311604170377335,5.540988997669792,3.7398101827824792
62,51.499912,-0.114027,POINT (-0.114027 51.499912),E01003013,21865,131,1953.66,0,3.2188758248682006,8.138272638530186,8.752545116344514,5.438209735199927,5.940276510338549,5.567313438044335
63,51.531065,-0.071827,POINT (-0.071827 51.531065),E01001774,8923,83,1984.67,0,2.8735646395797834,8.128585200374497,9.31325249275999,5.084071612169438,7.1001674208195835,4.8916265075140535
64,51.51574,-0.19518,POINT (-0.19518 51.51574),E01004653,23503,82,1848.74,0,3.607398212246053,8.08794755464267,10.01537949193213,4.940927881671436,6.370585679876545,3.740997408376043
65,51.521665,-0.10396,POINT (-0.10396 51.521665),E01002724,19372,139,1911.65,0,4.151039905898646,8.087025470667701,8.941172515475685,3.983413001514819,5.134621273877247,4.93361025091204
66,51.506578,-0.052477,POINT (-0.052477 51.506578),E01004297,25393,81,952.05,0,3.0487989944906833,8.085794701281568,9.682258417557021,3.6396892099231644,6.457366024019977,4.920199879958109
67,51.528216,-0.077754,POINT (-0.077754 51.528216),E01033706,6887,101,1945.98,0,3.7421832261362473,8.070906088787819,9.300925771199337,4.7477108727702015,6.607838668862014,3.880532338336775
68,51.541701,-0.155332,POINT (-0.155332 51.541701),E01000859,28039,64,1773.87,0,3.7480913137457823,8.064950891749143,9.61373734296231,3.6171148878846253,5.70920110068306,5.631498479071036
69,51.529646,-0.077173,POINT (-0.077173 51.529646),E01001777,6154,97,1924.91,0,3.5986811861957873,8.053887083618223,9.789509456407556,4.681482868837255,6.739975476504033,4.127940511650616
70,51.6524,-0.08596,POINT (-0.08596 51.6524),E01001536,15451,5,1886.51,0,2.7744619666214616,8.045267716607803,8.424647985545972,2.9569914452375605,8.082655542822117,6.2099372067722935
71,51.6524,-0.08596,POINT (-0.08596 51.6524),E01001536,15451,5,1886.51,0,3.2445435716167785,8.045267716607803,8.424647985545972,2.9569914452375605,8.082655542822117,6.2099372067722935
72,51.6524,-0.08596,POINT (-0.08596 51.6524),E01001536,15451,5,1886.51,0,2.6693093727857793,8.045267716607803,8.424647985545972,2.9569914452375605,8.082655542822117,6.2099372067722935
73,51.518546,-0.072581,POINT (-0.072581 51.518546),E01004307,19910,125,1932.54,0,4.007333185232471,8.039157390473237,9.411349555599298,4.267316996289947,5.967863213855655,4.879387007486302
74,51.518349,-0.142323,POINT (-0.142323 51.518349),E01004765,15472,105,1930.93,1,3.7923381624821664,8.02059914989697,8.887354385688052,5.449062253240462,5.855157878393475,5.23606955306851
75,51.492836,-0.062275,POINT (-0.062275 51.492836),E01004042,2987,69,1622.28,0,3.2188758248682006,8.014335737299424,9.52324272265638,5.796756594662978,6.3599371244863026,5.053567061479768
76,51.497229,-0.018275,POINT (-0.018275 51.497229),E01032774,7916,71,1099.49,0,2.540814281726296,8.0106915391303,9.10992206789101,6.0387774301586,5.724173164303935,4.747797584237848
77,51.569177,-0.124077,POINT (-0.124077 51.569177),E01002758,3231,80,1739.16,0,2.1198634561787513,8.007034012193408,9.58660458711897,4.124388683570477,6.744294729829101,4.619073091157083
78,51.576415,-0.08861,POINT (-0.08861 51.576415),E01002056,8479,68,1636.88,0,3.8784662218993033,8.006367567650246,9.530165525900781,5.275867237710445,6.7058960997751065,5.459457846420514
79,51.51036,-0.12766,POINT (-0.12766 51.51036),E01004734,7933,149,1998.87,1,4.008423499714461,8.005367067316664,8.632409379981963,4.80614992460058,4.829113417472866,4.181897459229962
80,51.54325,-0.07598,POINT (-0.07598 51.54325),E01033700,7953,90,1947.66,0,3.738859386418957,7.997326822998097,10.041271452918963,4.7340030578310595,7.563143477539096,4.8892206722058225
81,51.541701,-0.155332,POINT (-0.155332 51.541701),E01000859,28039,64,1773.87,0,3.7480913137457823,8.064950891749143,9.61373734296231,3.6171148878846253,5.70920110068306,5.631498479071036
82,51.504018,-0.094541,POINT (-0.094541 51.504018),E01003935,13553,121,1991.77,0,3.750209709265542,7.985824666418917,9.177314988077526,4.232075457910378,5.782162261982253,4.510089979737821
83,51.493324,-0.240867,POINT (-0.240867 51.493324),E01001932,10242,68,1624.53,0,3.24376354037598,7.98139158158007,9.076650109589671,4.814377071563428,5.883183103022492,4.8721392168423305
84,51.53759,-0.10405,POINT (-0.10405 51.53759),E01002794,12607,95,1887.95,0,3.947583180826697,7.970740390007095,9.382365771459225,4.607467545036775,6.339777123711838,4.428074948165718
85,51.539245,-0.076336,POINT (-0.076336 51.539245),E01033707,6864,88,1979.51,0,3.3843902633457743,7.952966790923131,9.419201614957123,4.175924549214524,7.430013303110343,4.573576314396913
86,51.55471,-0.140294,POINT (-0.140294 51.55471),E01000921,18723,62,1845.32,0,3.349904087274605,7.951559331155252,9.656241480118315,4.6778628713815325,5.594599849218988,4.294424173937759
87,51.523498,-0.099836,POINT (-0.099836 51.523498),E01033489,21648,152,1953.39,0,4.142340760490356,7.930206206684683,9.749954015570367,5.221598296134632,5.943402867529206,4.164336934042136
88,51.52738,-0.07896,POINT (-0.07896 51.52738),E01033706,6887,106,2064.93,0,3.661251286996462,7.919356190660617,9.300925771199337,4.581799199664851,6.449474665879913,4.013134506796558
89,51.546103,-0.051031,POINT (-0.051031 51.546103),E01001731,7474,79,1941.53,0,2.970414465569701,7.913155185928068,9.642736885519767,5.395852342384568,7.660561909847957,5.118532589406052
90,51.494297,-0.145583,POINT (-0.145583 51.494297),E01004750,15320,114,1730.16,0,3.7607348912143643,7.9017475185201445,8.763418693046805,5.312072331780373,5.662231047497966,4.536141599577656
91,51.516065,-0.143124,POINT (-0.143124 51.516065),E01004765,15472,111,1914.59,1,3.8607297110405954,7.890582534656536,8.887354385688052,4.55744944977668,4.847645665601793,3.8308129500026027
92,51.530198,-0.094309,POINT (-0.094309 51.530198),E01001779,7718,112,1920.7,0,3.3141860046725258,7.88570539124302,9.718117152740142,2.972463646614637,6.497182147105238,5.088891792062023
93,51.545357,-0.019116,POINT (-0.019116 51.545357),E01001849,6227,59,1905.87,0,3.3965197921110444,7.880804344674901,8.621140508979861,2.5087859235779435,6.491315165220847,4.931375613110624
94,51.610317,-0.134527,POINT (-0.134527 51.610317),E01001973,15884,58,1814.2,0,3.2188758248682006,7.876638460975463,8.730805060231827,5.58736101163895,6.536256720437246,5.091354695837631
95,51.526491,-0.078278,POINT (-0.078278 51.526491),E01033706,6887,110,2064.51,0,3.8778455536265595,7.8582541821860294,9.300925771199337,3.7923381624821664,6.49299712396238,4.278608675475393
96,51.537684,-0.091285,POINT (-0.091285 51.537684),E01002798,13193,73,1896.55,0,3.3775875160230218,7.847762537473608,9.550416108187019,4.452252079563379,7.05444965813294,4.664004971708984
97,51.560698,-0.01553,POINT (-0.01553 51.560698),E01004429,11880,41,1507.96,0,2.8075938314384716,7.837554360881084,8.13900564472055,3.0243197304059035,6.724433221854599,5.770100661249359
98,51.531065,-0.071827,POINT (-0.071827 51.531065),E01001774,8923,83,1984.67,0,3.395514598526657,7.829630389150193,9.31325249275999,5.084071612169438,7.1001674208195835,4.8916265075140535
99,51.526331,-0.088032,POINT (-0.088032 51.526331),E01002701,9154,131,2071.96,0,3.584629432740137,7.822845290279774,9.814610436136656,5.4180540481503705,4.018902367055242,4.255045172913092
100,51.546197,-0.001925,POINT (-0.001925 51.546197),E01033583,9402,69,1839.7,0,3.2902658209548736,7.791935956938058,9.476640726023412,5.461201229449516,6.213567557246944,4.950672952923573
101,51.586926,-0.079954,POINT (-0.079954 51.586926),E01002070,10051,99,1545.61,0,3.3769046890931107,7.779466967458324,9.699689416169322,4.401951803481151,6.477187724313131,5.183635766464422
102,51.502222,-0.081688,POINT (-0.081688 51.502222),E01032646,19949,112,1898.52,0,4.148517041110494,7.769800996003896,9.439810269694618,5.029914908828212,6.4476702969193305,4.660037087428932
103,51.48809,0.002445,POINT (0.002445 51.48809),E01001668,9655,47,1443.12,0,3.1135153092103742,7.765569081097317,10.488164386923991,3.849721979230767,6.771614771289501,5.9212030140673155
104,51.533485,-0.10755,POINT (-0.10755 51.533485),E01002696,14178,105,1985.79,0,3.1523085805960878,7.762596048540069,9.408737029226808,4.9849071455235245,5.01529110563245,4.431649785147205
105,51.54593,-0.02075,POINT (-0.02075 51.54593),E01001849,6227,60,1814.86,0,3.4001968813285717,7.741967899820685,8.621140508979861,4.4058652241537235,6.654371568355365,5.315862545763785
106,51.54593,-0.02075,POINT (-0.02075 51.54593),E01001849,6227,60,1814.86,0,3.4001968813285717,7.741967899820685,8.621140508979861,4.4058652241537235,6.654371568355365,5.315862545763785
107,51.499481,-0.052869,POINT (-0.052869 51.499481),E01004033,9550,73,1375.41,0,2.995732273553991,7.7406644019172415,9.734611399823796,4.774322068733404,5.630709863766875,4.663250397064616
108,51.561323,-0.074236,POINT (-0.074236 51.561323),E01001829,17491,60,2033.62,0,3.0855729775537806,7.734121303328305,9.668173363560841,3.772990796732589,7.518607216815252,4.536784273121627
109,51.59243,0.02615,POINT (0.02615 51.59243),E01003668,25877,6,1637.81,0,3.3572454941329726,7.724888439323074,8.93290825545249,5.589306464757314,7.205739105679167,6.753834572708934
110,51.516774,-0.138018,POINT (-0.138018 51.516774),E01004765,15472,130,1904.31,1,3.9764990246125107,7.718685495198466,8.887354385688052,5.401550621189688,5.763873620866492,5.077358926139164
