,geometry,group_index,value,center,area_m2
0,"POLYGON ((-0.1511819999999988 51.512370999999995, -0.1511119999999992 51.51201799999999, -0.1507899999999998 51.510784, -0.1482240000000006 51.50859499999999, -0.1470929999999992 51.50769399999999, -0.1455789999999995 51.507113, -0.144610999999999 51.50706199999999, -0.1403109999999997 51.507206, -0.1378399999999988 51.507166, -0.1355399999999982 51.507221, -0.1334959999999996 51.508022999999994, -0.1320430000000005 51.509154, -0.1313600000000002 51.510273, -0.130857 51.516231, -0.1308739999999984 51.516589999999994, -0.1320230000000017 51.517202999999995, -0.133907999999999 51.517742999999996, -0.137501999999999 51.51886699999999, -0.1392870000000004 51.51939999999999, -0.1409189999999996 51.519684, -0.1424249999999983 51.51989, -0.1446179999999989 51.52001299999999, -0.1449640000000001 51.519986, -0.1450200000000005 51.519976, -0.1457479999999974 51.51916399999999, -0.1493759999999986 51.515573999999994, -0.1505680000000006 51.51434999999999, -0.1511819999999988 51.512370999999995))",0,600.0,"[-0.14048603168947632, 51.513188794048276]",1594345.8594273662
1,"POLYGON ((-0.1629599999999986 51.51053, -0.1613910000000004 51.50926200000001, -0.1575429999999988 51.50591399999999, -0.156048999999999 51.504475, -0.1550079999999985 51.503694, -0.154620999999999 51.50346199999999, -0.1509879999999998 51.501857, -0.1507599999999996 51.501934999999996, -0.1505330000000002 51.50201199999999, -0.1489109999999996 51.502463, -0.1481780000000008 51.502629000000006, -0.143786999999999 51.502469, -0.1409179999999996 51.50066399999999, -0.140589999999998 51.500516999999995, -0.1393890000000002 51.50063399999999, -0.1341879999999993 51.501132, -0.1309230000000001 51.50154299999999, -0.1297399999999991 51.501688, -0.128855 51.502102, -0.1258759999999998 51.503517, -0.122119999999999 51.506126, -0.1219479999999992 51.506246, -0.1218419999999995 51.506590999999986, -0.121242000000001 51.508858999999994, -0.1209549999999996 51.51042999999999, -0.1209159999999985 51.510683, -0.1208389999999998 51.51258199999999, -0.1193870000000003 51.517515, -0.1194049999999995 51.51787399999999, -0.1204299999999999 51.519418, -0.1204939999999997 51.519485, -0.1227820000000006 51.520618999999996, -0.1270519999999994 51.522484, -0.1312249999999995 51.52353, -0.1343289999999986 51.524396999999986, -0.1354439999999999 51.52459399999999, -0.1369229999999988 51.52489099999999, -0.1417759999999997 51.52635599999999, -0.1441230000000001 51.527083000000005, -0.1444829999999994 51.527074, -0.1459730000000001 51.52700099999999, -0.1489019999999998 51.52645199999999, -0.1492339999999997 51.526314, -0.1512799999999991 51.52476199999999, -0.1527670000000002 51.52321899999999, -0.1557839999999992 51.52034299999999, -0.1565279999999998 51.519597999999995, -0.1580229999999999 51.517738, -0.1617220000000004 51.514361, -0.1623239999999989 51.513208, -0.1632519999999982 51.511223, -0.1633909999999988 51.510890999999994, -0.1629599999999986 51.51053))",0,1200.0,"[-0.14048603168947632, 51.513188794048276]",6391870.040422357
