,geometry,group_index,value,center,area_m2
0,"POLYGON ((-0.1792180000000002 51.51072099999999, -0.1780199999999992 51.509454999999996, -0.1716939999999984 51.50391299999998, -0.171994999999999 51.502190999999996, -0.1719949999999998 51.502154, -0.1702369999999994 51.500386, -0.1675920000000007 51.497867, -0.165865 51.496370999999996, -0.1617709999999998 51.495086, -0.1566509999999995 51.492758, -0.1514759999999992 51.492627999999996, -0.147134 51.492360999999995, -0.1420870000000009 51.493027, -0.137031999999998 51.49313899999999, -0.1340789999999989 51.493574999999986, -0.1274819999999992 51.492158999999994, -0.1268539999999993 51.49215499999999, -0.1219070000000001 51.492628, -0.116146999999999 51.49685800000001, -0.1128799999999987 51.498508, -0.1128519999999989 51.49854299999999, -0.1124730000000007 51.49946899999998, -0.1107089999999988 51.504035999999985, -0.1065219999999994 51.509325, -0.1042149999999998 51.517745, -0.1035750000000005 51.523573999999996, -0.1038399999999995 51.523789999999984, -0.1100610000000006 51.528031999999996, -0.1101350000000002 51.528056, -0.1171229999999997 51.529419, -0.1229429999999987 51.531251, -0.124806 51.53165799999999, -0.1285250000000001 51.53215399999999, -0.1365569999999988 51.53545799999999, -0.1375119999999999 51.536029, -0.1391969999999984 51.53669099999999, -0.1459570000000008 51.538918, -0.1507000000000005 51.538658, -0.1512329999999993 51.53847899999999, -0.1521279999999998 51.537893, -0.1521379999999988 51.537878, -0.1533969999999993 51.534667999999996, -0.1593429999999999 51.52815199999999, -0.162738999999999 51.530300999999994, -0.1633629999999998 51.530768, -0.1657829999999998 51.530086999999995, -0.1660269999999997 51.530019, -0.1661550000000009 51.52997500000001, -0.1662549999999995 51.529934, -0.1665679999999983 51.52912899999998, -0.1681809999999999 51.52563599999999, -0.1736989999999998 51.52335699999999, -0.1738219999999996 51.523275, -0.1774239999999989 51.51532499999999, -0.1785399999999998 51.513018, -0.1793589999999995 51.510997, -0.1792180000000002 51.51072099999999))",0,600.0,"[-0.14048603168947632, 51.513188794048276]",19499853.611562487
1,"POLYGON ((-0.2137769999999992 51.525424, -0.2145709999999983 51.518193999999994, -0.2146229999999988 51.51770299999999, -0.2178069999999985 51.50953599999999, -0.218342999999998 51.508905, -0.2208850000000005 51.50415600000001, -0.2208839999999994 51.504130999999994, -0.2189479999999996 51.502340999999994, -0.2152210000000005 51.50062500000001, -0.2096720000000008 51.494017, -0.2084359999999994 51.490013999999995, -0.2084219999999985 51.48995899999999, -0.2083869999999981 51.489908, -0.2038839999999999 51.48422099999999, -0.2037450000000006 51.48408, -0.2008500000000013 51.48280200000001, -0.195676999999999 51.478973, -0.1935500000000002 51.477016, -0.192763999999999 51.476561999999994, -0.1904580000000001 51.47627200000001, -0.1838770000000009 51.475758, -0.1837379999999992 51.475744, -0.1751689999999998 51.474097, -0.174129999999998 51.473608, -0.173221999999999 51.47322999999999, -0.1655919999999984 51.471183, -0.1627650000000004 51.47092700000001, -0.1546979999999993 51.47005500000001, -0.1512470000000002 51.469146, -0.1482830000000009 51.468271, -0.1477990000000002 51.468184999999984, -0.1454329999999999 51.468236000000005, -0.1453449999999998 51.468263, -0.1371359999999993 51.470185, -0.135549 51.469947999999995, -0.1335189999999991 51.469756, -0.1328159999999988 51.46971799999999, -0.1318329999999999 51.46977, -0.1229119999999997 51.4695, -0.1223349999999995 51.469398999999996, -0.1205059999999991 51.469041999999995, -0.1124829999999977 51.471306999999996, -0.1116290000000004 51.47177, -0.1035089999999996 51.474512, -0.1024659999999991 51.474564, -0.1008930000000006 51.47459499999999, -0.098322 51.475379, -0.0934499999999991 51.479105999999994, -0.0906789999999996 51.48090899999999, -0.0836269999999994 51.48423600000001, -0.0835269999999984 51.484284, -0.0817209999999982 51.48527699999999, -0.077834999999999 51.487630999999986, -0.0776230000000005 51.487778, -0.0767779999999997 51.489991, -0.0745310000000003 51.496137000000004, -0.0719210000000005 51.49978200000001, -0.0665050000000003 51.50560599999999, -0.0639949999999995 51.50958699999999, -0.0640000000000006 51.50962599999999, -0.064373 51.51294099999999, -0.0647400000000004 51.51454799999999, -0.0653549999999998 51.518164999999996, -0.0642979999999985 51.526514999999996, -0.0637089999999997 51.528979, -0.0637169999999987 51.529, -0.0645009999999996 51.53081799999999, -0.0654199999999992 51.532359, -0.065443999999999 51.53237899999999, -0.0663559999999992 51.533092, -0.0665169999999992 51.533190000000005, -0.0714320000000004 51.535942000000006, -0.0750369999999997 51.53704499999999, -0.0807419999999988 51.54103699999999, -0.0823620000000002 51.543278, -0.083162 51.54481299999999, -0.084747999999999 51.54778399999999, -0.0857750000000006 51.549085000000005, -0.0858149999999985 51.54910199999998, -0.0920669999999993 51.549026999999995, -0.098309999999999 51.55166599999998, -0.0986330000000008 51.55174099999999, -0.1007510000000006 51.55203899999999, -0.1007659999999998 51.55204100000001, -0.1012669999999993 51.55202599999999, -0.1094839999999984 51.552755999999995, -0.1158349999999994 51.555475, -0.1180029999999985 51.55948999999999, -0.1180549999999993 51.559526999999996, -0.1189170000000005 51.55960600000001, -0.1198439999999991 51.55965299999999, -0.1206669999999979 51.559496999999986, -0.1268989999999995 51.559036000000006, -0.1325330000000002 51.561958, -0.1355949999999998 51.564048, -0.1356919999999984 51.564074, -0.1417599999999992 51.563627999999994, -0.1502649999999992 51.56274299999999, -0.1508390000000003 51.562594999999995, -0.1508669999999993 51.562588000000005, -0.151055999999998 51.56253599999999, -0.1578669999999997 51.55873900000001, -0.1602579999999996 51.55838899999999, -0.1607159999999992 51.55836899999999, -0.1658499999999983 51.558271, -0.1738149999999997 51.55715599999999, -0.1742999999999987 51.557098, -0.176157999999999 51.55616299999999, -0.1837719999999988 51.55194, -0.190113 51.546949999999995, -0.1933269999999999 51.545765999999986, -0.1990589999999996 51.544605999999995, -0.199094999999998 51.544589999999985, -0.2004680000000005 51.543629, -0.2014919999999997 51.54125499999999, -0.2066649999999996 51.53467100000001, -0.2132099999999984 51.52897899999999, -0.2137769999999992 51.525424))",0,1200.0,"[-0.14048603168947632, 51.513188794048276]",85612920.68952689
