,latitude,longitude,per_sq_ft,sqft,geometry,LSOA11CD,population,IMD19,park_distance,tube_station_distance,bus_stop_distance,stops&stations_within_1km,ors_isochrone_area,is_in_regent_street,log_per_sq_ft,log_sqft,log_population,log_park_distance,log_tube_station_distance,log_bus_stop_distance
242,51.559447,-0.074292,28.48,983.0,POINT (-0.074292 51.559447),E01001830,18284.88,6903,143.84,1965.1855428124943,140.39958460902542,62,19180147.79526025,0,3.349202086543775,6.890609120147166,9.813829767805588,4.975629684897441,7.58334421174094,4.944495491591711
243,51.546197,-0.001925,26.85,2421.0,POINT (-0.001925 51.546197),E01033583,13051.27,9402,234.38,499.4835346205311,141.26716826882728,69,18396969.224980984,0,3.2902658209548736,7.791935956938058,9.476640726023412,5.461201229449516,6.213567557246944,4.950672952923573
244,51.58541,-0.14738,20.43,979.0,POINT (-0.14738 51.58541),E01002022,10455.44,19545,13.33,882.7783288480383,104.11476267681084,46,18449283.715333253,0,3.0170044088295307,6.88653164253051,9.254877696103913,2.6623552418400807,6.78307601893791,4.645448032486661
245,51.51544,-0.20514,61.66,973.0,POINT (-0.20514 51.51544),E01002833,16740.33,15083,89.99,426.0285134146725,102.69793309968952,74,18083119.792818468,0,4.121635422458004,6.880384082186005,9.72557605711081,4.5107496103686,6.054509766325031,4.631812116934513
246,51.519272,-0.13985,44.71,964.0,POINT (-0.13985 51.519272),E01004765,7239.84,15472,82.33,410.11004231172507,313.0348190919805,108,18269929.586596772,1,3.800197190245889,6.871091294610546,8.887354385688052,4.422808628394115,6.016425416397235,5.746299032592525
247,51.515131,-0.123892,52.52,952.0,POINT (-0.123892 51.515131),E01000918,11966.73,13788,128.46,229.52004986370264,185.6595919826648,141,19513124.35291579,0,3.9611940494345954,6.858565034791365,9.389885578273365,4.8633719531173645,5.43599017167311,5.223917043971786
248,51.581009,-0.122351,40.0,950.0,POINT (-0.122351 51.581009),E01001990,12414.47,18313,333.74,1672.7008787209818,120.3772504283578,62,17339229.887119267,0,3.6888794541139363,6.856461984594587,9.42661800673701,5.813354111085492,7.422194366317963,4.790653406119625
249,51.577309,-0.125361,42.11,950.0,POINT (-0.125361 51.577309),E01001990,12414.47,18313,277.44,1419.0489320852746,84.91239095636844,72,18555200.556126554,0,3.740285242173836,6.856461984594587,9.42661800673701,5.629202596300466,7.257742912621014,4.441591872011272
250,51.524982,-0.091956,58.2,945.0,POINT (-0.091956 51.524982),E01002706,15271.66,10815,110.81,308.33452558965763,94.5347305391864,117,19658617.23811315,0,4.063885354737392,6.851184927493743,9.633754102192857,4.716801002159277,5.731170637975067,4.548917244437293
251,51.574912,-0.113016,20.97,930.0,POINT (-0.113016 51.574912),E01002062,8553.43,18183,58.23,1261.6327631893164,94.19626976237022,70,18062334.912618607,0,3.0430928449138284,6.835184586147301,9.054087651074443,4.0814281702888735,7.140159814693942,4.545420181582317
252,51.60229,-0.19204,30.74,927.0,POINT (-0.19204 51.60229),E01000296,8068.84,22036,433.7,834.4220918393845,318.442122700046,48,18312590.57168364,0,3.4255647381104497,6.831953565565855,8.99576500867682,6.074656137994746,6.726736872718575,5.763434074220378
253,51.519404,-0.133893,35.33,920.0,POINT (-0.133893 51.519404),E01000850,7930.33,19686,26.36,136.3864257767139,128.89366085813276,134,18457771.38278373,1,3.5647324613710536,6.824373670043086,8.978449927886631,3.3090820927543496,4.915518428938784,4.858959327416688
254,51.61902,-0.10716,26.73,898.0,POINT (-0.10716 51.61902),E01001498,9464.85,16629,367.44,1780.9546289082232,82.9920708885357,51,18368582.900779467,0,3.2857865301508276,6.8001700683022,9.155340215657306,5.909277876120035,7.484902208779911,4.418720118610357
255,51.51371,-0.07319,67.19,893.0,POINT (-0.07319 51.51371),E01032767,13127.33,22328,54.52,158.4999616584548,82.68461096861347,123,19983331.58913981,0,4.207524426932059,6.794586580876499,9.482451595513862,4.016743316198549,5.065754593317335,4.414977734813568
256,51.53736,-0.14573,51.02,882.0,POINT (-0.14573 51.53736),E01000863,9398.64,6114,271.99,299.9583944414462,130.97542499976365,62,20078451.528944973,0,3.9322177127136655,6.782192056006791,9.148320276939748,5.609435164477434,5.703649132433188,4.875044639789907
257,51.53577,-0.10239,68.42,877.0,POINT (-0.10239 51.53577),E01002801,13766.36,17133,44.45,425.2318036534097,63.57986093680756,97,19604538.689305685,0,4.225665179549459,6.776506992372183,9.529983214003844,3.816612820623488,6.052630199011829,4.152298955482657
258,51.56383,-0.10858,34.21,877.0,POINT (-0.10858 51.56383),E01002734,20560.27,4096,174.89,128.78281414394723,119.38551450327476,57,16076981.301008647,0,3.5325179989895132,6.776506992372183,9.931115851778593,5.169858799644233,4.858105522110037,4.782395445357297
259,51.520957,-0.075359,62.93,874.0,POINT (-0.075359 51.520957),E01004307,12226.36,19910,86.19,672.1558168512316,63.63544374461477,137,20131408.094760396,0,4.1420229975388425,6.773080375655535,9.411349555599298,4.468089645439724,6.510496407421072,4.153242203469586
260,51.514871,-0.135493,80.74,867.0,POINT (-0.135493 51.514871),E01004763,7489.78,11768,195.75,394.48573545207057,130.54674041892113,136,19461721.96375519,1,4.391234115424795,6.7650389767805414,8.921294703583223,5.281933887297512,5.977593791422191,4.871756295145138
261,51.546177,-0.141536,57.94,863.0,POINT (-0.141536 51.546177),E01000866,14962.2,12432,145.91,463.6116052507425,46.31162660936464,94,20057550.64590993,0,4.059407992341204,6.760414691083428,9.61328229953991,4.989820154382335,6.139043681552201,3.8353579204926604
262,51.604935,-0.068399,46.57,859.0,POINT (-0.068399 51.604935),E01002034,8588.11,1966,280.13,1955.8273568329816,68.66835050417164,62,18130636.068022706,0,3.840956556994286,6.755768921984255,9.058133967486741,5.638817195803842,7.578569934752251,4.229312422632585
263,51.521044,-0.171823,52.63,855.0,POINT (-0.171823 51.521044),E01004702,19117.47,3687,134.43,549.4573925168198,143.37851216422877,96,19183926.419247754,0,3.9632862993656874,6.75110146893676,9.858357855674308,4.90845490166728,6.308935977745515,4.965498448424726
264,51.468894,-0.111591,22.62,840.0,POINT (-0.111591 51.468894),E01003045,17449.61,4629,8.69,734.3307206375918,129.15911894431687,98,18850885.891451165,0,3.1188344706879745,6.733401891837359,9.767072577810618,2.2710944259026746,6.598958518859292,4.8610519458900745
265,51.586127,-0.092176,20.22,831.0,POINT (-0.092176 51.586127),E01002043,16451.05,9360,134.19,876.2318820491745,86.53614077247289,78,18080999.30062321,0,3.006672213592325,6.7226297948554485,9.708144583943717,4.906681196376314,6.775628613551939,4.460606734796738
266,51.5362,-0.14059,57.3,829.0,POINT (-0.14059 51.5362),E01000947,11557.69,10959,142.07,374.2185874394336,50.442274334284015,56,18693502.478571482,0,4.048300623720694,6.720220155135295,9.355106295268676,4.963334020978243,5.924843859766086,3.9207845110967185
267,51.468628,-0.171455,15.7,828.0,POINT (-0.171455 51.468628),E01004541,17966.28,4700,184.52,2191.1584936955933,118.20419595282696,91,15360961.717448866,0,2.7536607123542622,6.71901315438526,9.796251946661584,5.223162692947276,7.692186362944715,4.772378104971998
268,51.531408,-0.105877,48.37,827.0,POINT (-0.105877 51.531408),E01002707,16010.1,10377,74.89,135.29911507334876,43.15187438075363,116,19134344.113479823,0,3.878879786834892,6.717804695023691,9.680975052067444,4.3292849234158215,4.907494535176743,3.764682417529437
269,51.529985,-0.120872,60.53,826.0,POINT (-0.120872 51.529985),E01000938,17228.33,6387,121.91,176.31555430771317,91.36412243377148,99,19680572.86675053,0,4.103139109903596,6.716594773520978,9.754310400854724,4.811452380226889,5.17230052596455,4.5148077459077
270,51.524902,-0.071952,66.59,826.0,POINT (-0.071952 51.524902),E01004317,14421.27,9244,33.41,1026.2112735703035,144.9131096648697,78,19454030.246512376,0,4.198554416122531,6.716594773520978,9.576459479082871,3.538347219809389,6.933627683149529,4.976112860057833
271,51.5159,-0.16476,96.97,825.0,POINT (-0.16476 51.5159),E01004686,23608.9,11469,351.94,489.5461524317931,94.8951853534807,100,19554871.384292323,0,4.574401652316455,6.715383386334681,10.069379038566407,5.866298070815087,6.19348660180008,4.552823705615882
272,51.580086,-0.122862,55.56,810.0,POINT (-0.122862 51.580086),E01001990,12414.47,18313,427.88,1617.125875298576,52.594274649068346,64,16315984.834534815,0,4.017463517886143,6.697034247666484,9.42661800673701,6.061177159519282,7.38840825214022,3.962525987601253
273,51.553288,-0.04499,25.0,807.0,POINT (-0.04499 51.553288),E01001796,15849.67,8807,378.93,2610.984455311648,169.05548103542853,53,18143564.4816026,0,3.2188758248682006,6.693323668269949,9.670903958899409,5.939987025225273,7.8674809087693705,5.130253681500782
